Timestamp,Admit Status,Ethnicity/Race ,"Are you a historically Underrepresented Ethnic Minority (URM)? [i.e. Black/African-American, Latinx/Chicanx, Filipinx, Native American/Indigenous, or Pacific Islander/Native Hawaiian]",Do you identify with being differently-abled or as a Disabled Student Program (DSP) student?,Gender,Sexual Orientation,"Do you identify as a historically underrepresented gender or sexuality [i.e. Cisgender Woman, Gender Queer, Gender Non-Conforming, Non-Binary, Transgender Man, Transgender Woman, Asexual, Androphilia, BI-Curious, Bisual, Gray Asexualtiy, Gynephilia, Homosexual, Non-Heterosexual, Pansexual, Polysexual, Queer, Etc.]",Current Year ,What Are You Majoring in?,How Many Majors Are You Planning?,How Many Minors Are You Planning?,Socioeconomic Class,Club/Student Organization Involvement,Club Participation per Week,"When Joining Clubs/Student Organizations, Did You Have Any Knowledge in the Clubs'/Student Organizations' Subject Matter?",How Would You Rate the Climate of Clubs/Student Organizations at BERKELEY?,How Would You Rate the Climate of Clubs/Student Organizations YOU ARE IN?,How Would You Rate the Inclusiveness of Clubs/Student Organizations at BERKELEY? ,How Would You Rate the Inclusiveness of the Clubs/Student Organizations that YOU ARE IN? ,Do You Feel Welcome at Berkeley?,Do You Feel as if You Are Part of the Berkeley Community?,Do You Feel as if You Are Part of the Berkeley Engineering Community?,Do You Feel Safe at Berkeley?
4/19/2020 14:37:18,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,2,4,5,5,4,5
4/19/2020 14:38:33,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,4,4,4,3,3,3
4/19/2020 14:39:09,Fall Admit - Freshmen,East Asian,No,Yes,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Computer Science,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,3,5,4,3,1,3
4/19/2020 14:40:40,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),"Business, Computer Science",Double Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,2,5
4/19/2020 14:40:55,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),"Computer Science, Data Science",Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,"Yes, I Was Basically an Expert in the Subject Matter. (81- 100%)",4,5,3,4,4,4,4,4
4/19/2020 14:41:33,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Homosexual,Yes,Freshman (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,3,4,2,4,5,5,5
4/19/2020 14:41:54,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Engineering - Undeclared,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,2,3,4,5,3,4
4/19/2020 14:42:21,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Computer Science,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,4,5,5,5,5,5
4/19/2020 14:42:43,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,4
4/19/2020 14:43:46,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,3,5,5,4,4,3
4/19/2020 14:46:49,Fall Admit - Freshmen,Native American/Indigenous,Yes,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),Mechanical Engineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,3,4,3,1
4/19/2020 14:51:45,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Industrial Engineering and Operations Research,Single Major,No Minors,Decline to say,3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,3,5,4,4,4,4
4/19/2020 14:55:04,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,2,2,4,4,4,5
4/19/2020 14:59:24,Fall Admit - Transfer/ReEntry,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Mechanical Engineering,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,5
4/19/2020 15:15:52,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,4,5,4,4,3,3
4/19/2020 15:27:31,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Bioengineering,Single Major,No Minors,"Poverty Level (<$20,000)",1 - 2 Club(s)/Student Organization(s),Less Than 1 Hour,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,5,5
4/19/2020 15:34:23,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,Decline to say,More Than 4 Clubs/Student Organizations,More Than 8 Hours,"Yes, I Was Basically an Expert in the Subject Matter. (81- 100%)",5,5,3,4,5,5,5,5
4/19/2020 15:39:11,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Mechanical Engineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,4,4,4,4,4
4/19/2020 15:43:17,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),"Computer Science, Data Science",Double Major,No Minors,"Upper Class (>$200,000)",No Clubs/Student Organizations,0 Hours,"Yes, I Was Basically an Expert in the Subject Matter. (81- 100%)",1,,1,,4,4,4,4
4/19/2020 15:48:44,Spring Admit - Freshmen,South-East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,Decline to say,3 - 4 Clubs/Student Organizations,5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,4,4,4,3,4,4
4/19/2020 15:52:25,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,5,2,4,5,5,5,5
4/19/2020 16:01:24,Fall Admit - Freshmen,Jewish,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),"Mechanical Engineering, Mechanical Engineering and Nuclear Engineering",Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,5,5
4/19/2020 16:04:55,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Business, Electrical Engineering and Computer Science",Double Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,6 - 7 Hours,,,,,,,,,
4/19/2020 16:19:26,Fall Admit - Freshmen,"South Asian, White/Caucasian",No,No,Cisgender Man,Homosexual,Yes,Junior (Undergraduate),Bioengineering,Single Major,Two Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,4,4,4,4,4,5
4/19/2020 16:40:55,Fall Admit - Freshmen,East Asian,No,Yes,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,4,4,5,5,3,5
4/19/2020 16:52:40,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Chemical Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,4,4,4,4,4,3
4/19/2020 17:06:39,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,3,4,4,5,5
4/19/2020 17:07:17,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,5,5
4/19/2020 17:08:46,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,3,5,5,5,5,3
4/19/2020 17:18:18,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Computer Science,Single Major,One Minor,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,4,4,4,4
4/19/2020 17:32:59,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),"Computer Science, Data Science",Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,3,3,3,3,5,5,5
4/19/2020 17:35:45,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Mathematics,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,3,4,3,2,1,5
4/19/2020 17:35:48,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,,,,,,5,5,,2
4/19/2020 17:36:01,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),Molecular and Cellular Biology,Double Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,2,2,2,2
4/19/2020 17:36:08,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Data Science,Single Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,4,5,5,5,5,2
4/19/2020 17:36:38,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Senior (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",More Than 4 Clubs/Student Organizations,2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,5,4,3,3,4,4
4/19/2020 17:37:00,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,4,,2,2,3,2,3
4/19/2020 17:37:42,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Computer Science,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,4,4,4,4,5
4/19/2020 17:38:46,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Homosexual,Yes,Sophmore (Undergraduate),Bioengineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,3,3,4,4,4,4,3
4/19/2020 17:39:32,Fall Admit - Freshmen,Filipino,Yes,No,Female,Heterosexual,No,Freshman (Undergraduate),Industrial Engineering and Operations Research,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,3,4,4,4,5,3
4/19/2020 17:44:00,Fall Admit - Transfer/ReEntry,South-East Asian,No,Decline to say,Woman,Homosexual,No,Sophmore (Undergraduate),Materials Science and Engineering,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,2,2,1,2
4/19/2020 17:47:19,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Heterosexual,Decline to say,Junior (Undergraduate),Materials Science and Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,2,2,2,5,5,5,5
4/19/2020 17:47:55,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Gray Asexual,Yes,Senior (Undergraduate),Energy Engineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,2,4,5,5,5,2
4/19/2020 17:48:08,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Data Science,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),1,4,1,4,3,4,1,1
4/19/2020 17:52:16,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,5,2,5,3,4,3,2
4/19/2020 17:55:27,Fall Admit - Freshmen,South-East Asian,No,No,Decline to say,Heterosexual,No,Sophmore (Undergraduate),Industrial Engineering and Operations Research,Single Major,Two Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,5,5,5,5,5,5
4/19/2020 18:07:53,Fall Admit - Transfer/ReEntry,South Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,4,4,5,4,4,5,5
4/19/2020 18:18:28,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,4,5,4,5
4/19/2020 18:29:30,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Mechanical Engineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,4,4,4,3,3,3
4/19/2020 19:11:50,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,3,2,5,5,5,5
4/19/2020 20:28:09,Fall Admit - Freshmen,East Asian,No,No,Non-Binary,Pansexual,Yes,Sophmore (Undergraduate),"Bioengineering, Electrical Engineering and Computer Science",Double Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,2,4,4,3,3,2
4/19/2020 20:28:17,Fall Admit - Freshmen,East Asian,Yes,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,2,5,2,2,4,2
4/19/2020 22:11:08,Fall Admit - Freshmen,East Asian,No,No,Decline to say,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,4,4,4,4,4,3,3
4/19/2020 22:11:19,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Woman,Pansexual,Yes,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,5,5,5,5
4/19/2020 22:11:42,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",5,5,5,5,5,5,5,5
4/19/2020 22:35:35,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",5,4,5,5,5,4,5,5
4/19/2020 22:37:17,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,5
4/19/2020 22:37:53,Fall Admit - Transfer/ReEntry,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,4,4,5,4,5
4/19/2020 23:03:47,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),"Business, Computer Science",Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,2,3,5,5,5,5
4/19/2020 23:38:27,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,5,3,4,4
4/20/2020 1:21:32,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Materials Science and Engineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,3,5,5,5,5,5
4/20/2020 1:45:21,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Computer Science,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,"Yes, I Was Basically an Expert in the Subject Matter. (81- 100%)",3,5,2,3,3,4,2,2
4/20/2020 8:14:36,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Computer Science,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,3,4,4,5,5,2
4/20/2020 9:44:59,Fall Admit - Freshmen,"South Asian, White/Caucasian",No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),"Bioengineering, Computer Science",Double Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,4,5,5,5,5,5
4/20/2020 10:12:09,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Mechanical Engineering, Physics",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,4,3
4/20/2020 10:23:13,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Decline to say,Heterosexual,No,Senior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,3,3,3,3,3,3,3
4/20/2020 10:47:14,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Chemical Biology,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,5,5,5,5
4/20/2020 11:02:38,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,3,3,5,5,5,5
4/20/2020 11:09:50,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,3,3,4,4,5,3
4/20/2020 11:47:27,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Mechanical Engineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,4,5,4,3,3,4
4/20/2020 13:00:04,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,5
4/20/2020 14:05:07,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",4,5,4,5,4,4,4,4
4/20/2020 15:45:02,Fall Admit - Freshmen,East Asian,No,Yes,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,4,4,3,3,5,4
4/20/2020 16:17:57,Fall Admit - Freshmen,South-East Asian,No,No,Decline to say,Heterosexual,No,Senior (Undergraduate),Chemistry,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,2,5,4,4,2,4
